순번,근거,구분,구분2,구분3,구분기호,CAS,기준,기준농도,물질,
유독377,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-377,'16872-11-0|||143314-16-3|||14075-53-7,,'25%,"플루오로붕산[Fluoroboric acid; 16872-11-0]과 그 염류 및 이를 25% 이상 함유한 혼합물. 다만, 플루오로붕산 1-에틸-3-메틸-1H-이미다졸리움(1-Ethyl-3-methyl-1H-imidazolium, tetrafluoroborate(1-); 143314-16-3), 플루오로붕산 칼륨(Potassium tetrafluoroborate; 14075-53-7)은 제외",
유독378,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-378,'351-05-3,,'1%,플루오로아세토-p-브로모아닐린[Fluoroaceto-p-bromoaniline; 351-05-3] 및 이를 1% 이상 함유한 혼합물,
유독379,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-379,'144-49-0,,'1%,플루오로아세트산[Fluoroacetic acid; 144-49-0]과 그 염류 및 그 중 하나를 1% 이상 함유한 혼합물,
유독380,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-380,'640-19-7,,'1%,플루오로아세트아미드[Fluoroacetamide; 640-19-7] 및 이를 1% 이상 함유한 혼합물,
유독381,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-381,'7681-49-4,,'25%,플루오르화 나트륨[Sodium fluoride; 7681-49-4] 및 이를 25% 이상 함유한 혼합물,
유독382,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-382,'7664-39-3,,'1%,플루오르화 수소[Hydrogen fluoride; 7664-39-3] 및 이를 1% 이상 함유한 혼합물,
유독383,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-383,'2699-79-8,,'1%,플루오르화 술퍼릴[Sulfuryl fluoride; 2699-79-8] 및 이를 1% 이상 함유한 혼합물,
유독384,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-384,'7789-23-3,,'25%,플루오르화 칼륨[Potassium fluoride; 7789-23-3] 및 이를 25% 이상 함유한 혼합물,
유독385,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-385,'108-35-0,,'1%,피라조티온[Pyrazothion; 108-35-0] 및 이를 1% 이상 함유한 혼합물,
유독386,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-386,'108-34-9,,'1%,피라족손[Pyrazoxon; 108-34-9] 및 이를 1% 이상 함유한 혼합물,
유독387,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-387,'89784-60-1,,'25%,피라클로포스[Pyraclofos; 89784-60-1] 및 이를 25% 이상 함유한 혼합물,
유독388,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-388,'107-49-3,,'1%,피로인산 테트라에틸[Tetraethyl pyrophosphate; 107-49-3] 및 이를 1% 이상 함유한 혼합물,
유독389,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-389,'96489-71-3,,'25%,피리다벤[Pyridaben; 96489-71-3] 및 이를 25% 이상 함유한 혼합물,
유독390,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-390,'53558-25-1,,'1%,피리미닐[Pyriminil; 53558-25-1] 및 이를 1% 이상 함유한 혼합물,
유독391,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-391,'23103-98-2,,'1%,피리미캅[Pirimicarb; 23103-98-2] 및 이를 1% 이상 함유한 혼합물,
유독392,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-392,'5221-49-8,,'1%,피리미테이트[Pyrimitate; 5221-49-8] 및 이를 1% 이상 함유한 혼합물,
유독393,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-393,'23505-41-1,,'1%,피리미포스-에틸[Pirimiphos-ethyl; 23505-41-1] 및 이를 1% 이상 함유한 혼합물,
유독394,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-394,'1336-36-3,,'0.005%,"피시비[PCBs; 1336-36-3] 및 이를 0.005% 이상 함유한 혼합물. 다만, 치환된 염소수가 3개미만인 경우는 제외",
유독395,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-395,'88-89-1,,'25%,"피크릭 산[Picric acid; 88-89-1]과 그 염류 및 이를 25% 이상 함유한 혼합물. 다만, 폭발약은 제외",
유독396,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-396,'120068-37-3,,'25%,피프로닐[Fipronil; 120068-37-3] 및 이를 25% 이상 함유한 혼합물,
유독397,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-397,',,'1%,피프록타닐 염류[Piproctanyl salts] 및 이를 1% 이상 함유한 혼합물,
유독398,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-398,'83-26-1,,'1%,핀돈[Pindone; 83-26-1] 및 이를 1% 이상 함유한 혼합물,
유독399,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-399,'16079-88-2,,'1%,할로겐화 히단토인[Halogenated hydantoin; 16079-88-2] 및 이를 1% 이상 함유한 혼합물,
유독400,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-400,'111872-58-3,,'25%,할펜프록스[Halfenprox; 111872-58-3] 및 이를 25% 이상 함유한 혼합물,
유독401,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-401,'757-58-4,,'1%,헥사에틸 테트라포스페이트[Hexaethyl tetraphos-phate; 757-58-4] 및 이를 1% 이상 함유한 혼합물,
유독402,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-402,'77-47-4,,'25%,헥사클로로시클로펜타디엔[Hexachlorocyclopentadiene; 77-47-4] 및 이를 25% 이상 함유한 혼합물,
유독403,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-403,'76-44-8,,'1%,헵타클로르[Heptachlor; 76-44-8] 및 이를 1% 이상 함유한 혼합물,
유독404,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-404,'23560-59-0,,'1%,헵테노포스[Heptenophos; 23560-59-0] 및 이를 1% 이상 함유한 혼합물,
유독405,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-405,'7664-93-9,,'10%,황산[Sulfuric acid; 7664-93-9] 및 이를 10% 이상 함유한 혼합물,
유독406,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-406,'77-78-1,,'0.1%,황산 디메틸[Dimethyl sulfate; 77-78-1] 및 이를 0.1% 이상 함유한 혼합물,
유독407,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-407,'64-67-5,,'0.1%,황산 디에틸[Diethyl sulfate; 64-67-5] 및 이를 0.1% 이상 함유한 혼합물,
유독408,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-408,'7446-18-6,,'1%,황산 탈륨[Thallium sulfate; 7446-18-6] 및 이를 1% 이상 함유한 혼합물,
유독409,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-409,'302-01-2,,'0.1%,히드라진[Hydrazine; 302-01-2] 및 이를 0.1% 이상 함유한 혼합물,
유독410,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-410,',,'1%,히드라진 수화물[Hydrazine hydrate] 및 이를 1% 이상 함유한 혼합물,
유독411,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-411,'7803-49-8,,'10%,히드록실아민[Hydroxylamine; 7803-49-8]과 그 염류 및 그 중 하나를 10% 이상 함유한 혼합물,
유독412,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-412,'91-59-8,,'0.1%,2-나프틸아민[2-Naphthylamine; 91-59-8]과 그 염산염 및 그 중 하나를 0.1% 이상 함유한 혼합물,
유독413,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-413,'94-75-7,,'25%,"2,4-디[2,4-D; 94-75-7] 및 이를 25% 이상 함유한 혼합물",
유독414,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-414,'97-02-9,,'1%,"2,4-디니트로아닐린[2,4-Dinitroaniline; 97-02-9] 및 이를 1% 이상 함유한 혼합물",
유독415,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-415,'51-28-5,,'25%,"2,4-디니트로페놀[2,4-Dinitrophenol; 51-28-5] 및 이를 25% 이상 함유한 혼합물",
유독416,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-416,'793-24-8,,'2.5%,"N-(1,3-디메틸부틸-N'-페닐-p-페닐렌디아민)[N-(1,3-Dimethylbutyl)-N'-phenyl-p-phenylenediamine; 793-24-8] 및 이를 2.5% 이상 함유한 혼합물",
유독417,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-417,'150-70-9,,'1%,p-디메틸아미노벤젠디아조 술폰산[p-Dimethylaminobenzenediazo sulfonate; 150-70-9]과 그 염류 및 그 중 하나를 1% 이상 함유한 혼합물,
유독418,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-418,'106-93-4,,'0.1%,"1,2-디브로모에탄[1,2-Dibromoethane; 106-93-4] 및 이를 0.1% 이상 함유한 혼합물",
유독419,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-419,'96-12-8,,'0.1%,"1,2-디브로모-3-클로로프로판[1,2-Dibromo-3-chloropropane; 96-12-8] 및 이를 0.1% 이상 함유한 혼합물",
유독420,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-420,'4554-16-9,,'1%,"2,3-디브로모프로판 니트릴[2,3-Dibromopropane nitrile; 4554-16-9] 및 이를 1% 이상 함유한 혼합물",
유독421,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-421,'869-29-4,,'1%,"3,3-디아세톡시-1-프로펜[3,3-Diacetoxy-1-propene; 869-29-4] 및 이를 1% 이상 함유한 혼합물",
유독422,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-422,'122431-24-7,,'25%,"O,O-디에틸 O-1-페닐-3-트리플루오로메틸피라졸-5-일티오인산[O,O-Diethyl O-1-phenyl-3-trifluoromethylpyrazol-5-ylphosphorothioate; 122431-24-7] 및 이를 25% 이상 함유한 혼합물",
유독423,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-423,'101-68-8|||26447-40-5|||5873-54-1|||2536-05-2,,'25%,메틸렌 디페닐 디이소시안산[Methylene diphenyl diisocyanate; 101-68-8; 26447-40-5; 5873-54-1; 2536-05-2] 및 이를 25% 이상 함유한 혼합물,
유독424,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-424,'594-72-9,,'1%,"1,1-디클로로-1-니트로에탄[1,1-Dichloro-1-nitroethane; 594-72-9] 및 이를 1% 이상 함유한 혼합물",
유독425,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-425,'609-89-2,,'1%,"2,4-디클로로-6-니트로페놀[2,4-Dichloro-6-nitrophenol; 609-89-2]과 그 염류 및 그 중 하나를 1% 이상 함유한 혼합물",
유독426,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-426,'172343-40-7,,'25%,"4-(2,4-디클로로-3-메틸벤조일)-1,3-디-디메틸-5-피라졸산 나트륨[Sodium 4-(2,4-Dichloro-3-methylbenzoyl)-1,3-di-dimethyl-5-pyrazolate; 172343-40-7] 및 이를 25% 이상 함유한 혼합물",
유독427,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-427,'96-23-1,,'0.1%,"1,3-디클로로-2-프로판올[1,3-Dichloro-2-propanol; 96-23-1] 및 이를 0.1% 이상 함유한 혼합물",
유독428,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-428,'542-75-6,,'1%,"1,3-디클로로프로펜[1,3-Dichloropropene; 542-75-6] 및 이를 1% 이상 함유한 혼합물",
유독429,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-429,',,'-,삭제,
유독430,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-430,'553-26-4,,'25%,"4,4'-디피리딜[4,4'-Dipyridyl; 553-26-4] 및 이를 25% 이상 함유한 혼합물",
유독431,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-431,'62262-84-4,,'25%,4-메르캅토페닐 메탄 술폰산[4-Mercaptophenyl methane sulfonate; 62262-84-4] 및 이를 25% 이상 함유한 혼합물,
유독432,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-432,'5124-30-1,,'1%,"1,1'-메틸렌비스[4-이소시아나토시클로헥산][1,1'-Methylenebis[4-isocyanatocyclohexane]; 5124-30-1] 및 이를 1% 이상 함유한 혼합물",
유독433,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-433,'78-82-0,,'25%,2-메틸프로판니트릴[2-Methylpropanenitrile; 78-82-0] 및 이를 25% 이상 함유한 혼합물,
유독434,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-434,'106-51-4,,'1%,"1,4-벤조퀴논[1,4-Benzoquinone; 106-51-4] 및 이를 1% 이상 함유한 혼합물",
유독435,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-435,'110-65-6,,'25%,"2-부틴-1,4-디올[2-Butyne-1,4-diol; 110-65-6] 및 이를 25% 이상 함유한 혼합물",
유독436,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-436,'4299-07-4,,'2.5%,2-n-부틸-벤조[d]이소티아졸-3-온[2-n-Butyl-benzo[d]isothiazol-3-one; 4299-07-4] 및 이를 2.5% 이상 함유한 혼합물,
유독437,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-437,'767-10-2,,'25%,N-부틸피롤리딘[N-Butylpyrrolidine; 767-10-2] 및 이를 25% 이상 함유한 혼합물,
유독438,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-438,'540-51-2,,'25%,2-브로모에탄올[2-Bromoethanol; 540-51-2] 및 이를 25% 이상 함유한 혼합물,
유독439,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-439,'107-04-0,,'25%,1-브로모-2-클로로에탄[1-Bromo-2-chloroethane; 107-04-0] 및 이를 25% 이상 함유한 혼합물,
유독440,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-440,'122453-73-0,,'25%,4-브로모-2-(4-클로로페닐)-1-(에톡시메틸)-5-(트리플루오로메틸)피롤-3-카보니트릴[4-Bromo-2-(4-chlorophenyl)-1-(ethoxymethyl)-5-(trifluoromethyl)pyrrole-3-carbonitrile; 122453-73-0] 및 이를 25% 이상 함유한 혼합물,
유독441,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-441,'100-69-6,,'25%,2-비닐피리딘[2-Vinylpyridine; 100-69-6] 및 이를 25% 이상 함유한 혼합물,
유독442,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-442,'100-43-6,,'25%,4-비닐피리딘[4-Vinylpyridine; 100-43-6] 및 이를 25% 이상 함유한 혼합물,
유독443,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-443,'10563-26-5,,'25%,"N,N'-비스(3-아미노프로필)-1,2-에탄디아민[N,N'-Bis(3-aminopropyl)-1,2-ethanediamine; 10563-26-5] 및 이를 25% 이상 함유한 혼합물",
유독444,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-444,'91273-04-0,,'1%,"N,N-비스(2-에틸헥실)-[(1,2,4-트리아졸-1-일)메틸]아민[N,N-Bis(2-ethylhexyl)-[(1,2,4-triazol-1-yl)methyl]amine; 91273-04-0] 및 이를 1% 이상 함유한 혼합물",
유독445,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-445,'92-67-1,,'0.1%,4-아미노비페닐[4-Aminobiphenyl; 92-67-1] 및 이를 0.1% 이상 함유한 혼합물,
유독446,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-446,'2113-61-3,,'0.1%,4-아미노비페닐 염산염[4-Aminobiphenyl hydrochloride; 2113-61-3] 및 이를 0.1% 이상 함유한 혼합물,
유독447,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-447,'60-09-3,,'0.1%,p-아미노아조벤젠[p-Aminoazobenzene; 60-09-3] 및 이를 0.1% 이상 함유한 혼합물,
유독448,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-448,'108-42-9,,'25%,m-아미노클로로벤젠[m-Aminochlorobenzene; 108-42-9] 및 이를 25% 이상 함유한 혼합물,
유독449,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-449,'504-24-5,,'25%,4-아미노피리딘[4-Aminopyridine; 504-24-5] 및 이를 25% 이상 함유한 혼합물,
유독450,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-450,',,'25%,"tert-알킬(C=12-14)아민, 1-아미노-9,10-디히드로-9,10-디옥소-4-(2,4,6-트리메틸아닐리노)-안트라센-2-술폰산[Amine,tert-alkyl(C=12-14),1-amino-9,10-dihydro-9,10-dioxo-4-(2,4,6-trimethylanilino)-anthracene-2-sulfonic acid; 부여안됨] 및 이를 25% 이상 함유한 혼합물",
유독451,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-451,'99-97-8,,'25%,"N-알킬 톨루이딘[N-Alkyl toluidine]과 그 염류 및 이를 25% 이상 함유한 혼합물. 다만, N,N-디메틸-p-톨루이딘[N,N-Dimethyl-p-toluidine; 99-97-8]의 경우 이를 0.1% 이상 함유한 혼합물",
유독452,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-452,'6291-85-6,,'25%,3-에톡시프로필아민[3-Ethoxypropylamine; 6291-85-6] 및 이를 25% 이상 함유한 혼합물,
유독453,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-453,'2425-66-3,,'1%,1-클로로-2-니트로프로판[1-Chloro-2-nitropropane; 2425-66-3] 및 이를 1% 이상 함유한 혼합물,
유독454,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-454,'95-51-2,,'25%,2-클로로벤젠아민[2-Chlorobenzenamine; 95-51-2] 및 이를 25% 이상 함유한 혼합물,
유독455,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-455,'107-07-3,,'1%,2-클로로에탄올[2-Chloroethanol; 107-07-3] 및 이를 1% 이상 함유한 혼합물 ,
유독456,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-456,'3647-69-6,,'25%,4-(2-클로로에틸)몰포린 염산[4-(2-Chloroethyl)morpholine hydrochloride; 3647-69-6] 및 이를 25% 이상 함유한 혼합물,
유독457,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-457,'109-09-1,,'1%,2-클로로피리딘[2-Chloropyridine; 109-09-1] 및 이를 1% 이상 함유한 혼합물,
유독458,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-458,'135410-20-7,,'25%,(E)-N-[(6-클로로-3-피리딜)메틸]-N-시아노-N-메틸아세트아미딘[(E)-N-[(6-Chloro-3-pyridyl)methyl]-N-cyano-N-methylacetamidine; 135410-20-7] 및 이를 25% 이상 함유한 혼합물,
